rapper,lyric
Eminem,nothin without you and id believe
Eminem,im shot in the lungs i gasp i cant breathe
Eminem,just lay here with me baby hold me please
Eminem,and id beg and id plead drop to knees
Eminem,and id cry and id scream baby please dont leave
Eminem,snatch the keys from your hand i would squeeze
Eminem,and youd laugh and youd tease
Eminem,youre just fucking with me and you must hate me
Eminem,why do you date me if you say i make you sick
Eminem,and youve had enough of me
Eminem,i smother you im bout to jump off the edge
Eminem,but you wont break me
Eminem,youll just make me stronger than i was
Eminem,before i met you i bet you ill be just fine without you
Eminem,and if i stumble i wont crumble
Eminem,ill get back up and uhh
Eminem,but ima still be humble when i scream fuck you
Eminem,cause im stronger than i was
Eminem,a beautiful face is all that you have
Eminem,cause on the inside youre ugly and mad
Eminem,but youre all that i love i grasp you cant leave
Eminem,please stay here with me baby hold me please
Eminem,and id beg and id plead drop to knees
Eminem,and id cry and id scream baby please dont leave
Eminem,but you left and you took everything i had left
Eminem,and left nothin nothin for me
Eminem,so please dont wake me from this dream baby
Eminem,were still together in my head
Eminem,and youre still in love with me
Eminem,til i woke up to discover that that dream was dead
Eminem,but you wont break me
Eminem,youll just make me stronger than i was
Eminem,before i met you i bet you ill be just fine without you
Eminem,and if i stumble i wont crumble
Eminem,ill get back up and uhh
Eminem,but ima still be humble when i scream fuck you
Eminem,cause im stronger than i was
Eminem,you walked out i almost died
Eminem,it was almost a homicide
Eminem,that you caused cause i was so traumatized
Eminem,felt like i was in for a long bus ride
Eminem,id rather die than you not be by my side
Eminem,cant count how many times i vomited cried
Eminem,go to my room turn the radio on and hide
Eminem,thought we were bonnie and clyde
Eminem,nah on the inside you were jekyll and hyde
Eminem,i felt like my whole relationship with you was a lie
Eminem,it was you and i why did i think it was ride or die
Eminem,cause if you coulda took my life you woulda
Eminem,its like you put a knife through my chest
Eminem,and pushed it right through to the
Eminem,other side of my back and stuck a spike too shoulda
Eminem,put up more of a fight but i couldnt
Eminem,at the time no one could hurt me like you coulda
Eminem,take you back now whats the likelihood of that
Eminem,bite me bitch chew on a nineteen footer
Eminem,cause this morning i finally stood up
Eminem,held my chin up finally showed a sign of life in me for the
Eminem,first time since you left
Eminem,and left me with nothin but shattered dreams
Eminem,and the life we coulda had and we coulda been
Eminem,but im breakin out of this slump im in
Eminem,pullin myself out of the dumps once again
Eminem,im gettin up once and for allfuck this shit
Eminem,ima be late for the pity party
Eminem,but youre never gonna beat me to the fuckin punch again
Eminem,took it on the chin like a champ
Eminem,so dont lump me in with them chumpions
Eminem,im done bein your punching bag
Eminem,it was the november 31st today
Eminem,woulda been our anniversary
Eminem,two years but you left on the 1st of may
Eminem,i wrote it on a calendar was gonna call
Eminem,but couldnt think of the words to say
Eminem,but they came to me just nowso i put em in a verse to lay
Eminem,and i thank you  cause you made me 
Eminem,a better person than i was
Eminem,but i hate you  cause you drained me 
Eminem,i gave you all you gave me none
Eminem,but if you blame me  youre crazy 
Eminem,and after all is said and done
Eminem,im still angry yeah i may be
Eminem,i may never trust someone
Eminem,but you wont break me
Eminem,youll just make me stronger than i was
Eminem,before i met you i bet you ill be just fine without you
Eminem,and if i stumble i wont crumble
Eminem,ill get back up and uhh
Eminem,but ima still be humble when i scream fuck you
Eminem,detroit
Eminem,tell em if they want it
Eminem,they can come get that 
Eminem,i swear i love my city
Eminem,i just want less 
Eminem,see me they salute me
Eminem,they aint ready for that 
Eminem,detroit vs everybody
Eminem,uh i took a bite out the rotten apple by the poison tree
Eminem,all these females need to email to make noise
Eminem,and now things changin a lot he fuck with my authority
Eminem,then he shall see shells but not by the seashore if he gangbangin or not
Eminem,its simple as the alphabet he f with me
Eminem,that g shall surely see he definitely is bout it
Eminem,as retail fraud hes weak the honest gesture
Eminem,the trigger finger round the diamond tester we tell flaw with heat
Eminem,the same soldier its me myself and i
Eminem,ridin round shootin my biopic in my autobiography range rover this aint the squash beef state
Eminem,you thinkin makeup we thinkin lark voorhies face
Eminem,the twin eaglesll air his coupe might as well ride by in an ambulance
Eminem,my pairll shoot like skydivin in hammer pants
Eminem,so call it sibling rivalry
Eminem,take his life call it the unforgivable robbery
Eminem,a wise man told me that holdin a grudge is like
Eminem,lettin somebody just live inside of your head rentfree 
Eminem,i dont got time to evict these clowns
Eminem,yall niggas been bitches thats none of my business but i dont sip tea 
Eminem,ridin round his block
Eminem,all he know is pitfalls thats why he always climbin out his drop
Eminem, do you wanna ride or die
Eminem, 
Eminem,boy i need no halves and halves i want the game in entirety
Eminem,hundred percent cut no stitches required
Eminem,welcome to detroit where if you get that promotion
Eminem,dont worry man them bullets will still be at your ass firin 
Eminem,i still call it safe i would suck if i was umpirin
Eminem,boy i hit the beat and just treat that shit like a diary
Eminem,im offended if you hear my new shit and you aint rewindin me
Eminem,selfmade i never needed your bail or a wire see
Eminem,im never callin collect i call to collect
Eminem,my homie wanted a chevy so i put my dog in the vette 
Eminem,ahh plus im so loyal that that paper boy is all that i fetch
Eminem,if the ball in my hand then the ball in the net 
Eminem,bitch im the d cant no offense dunk on me 
Eminem,im mr big shot these hoes get drunk off me 
Eminem,im overrespected
Eminem,my mama gated communitys overprotective
Eminem,so futuristic im already over my next bitch
Eminem,reminiscin on listenin to 50 fifty times a day
Eminem,back when tenth grade was like fifty days away
Eminem,tryna get paid fifty ways a day
Eminem,used to put fifty on the layaway
Eminem,now my closet fifty shades of grey
Eminem,26 and i done lived a lifetime a few times
Eminem,from futons to grey poupons
Eminem,in church tryna get a little savings yeah a coupon 
Eminem,i spit that a1 every day im hittin new primes
Eminem,now the stakes high niggas surprised at the new lines
Eminem,takin down my number like you still aint got a new line
Eminem,nah its the same we been laborin for years
Eminem,i know it took way longer than nine months
Eminem,but fuck it its all in due time
Eminem,i turned a blunt to a roach with dreams of bein a beatle
Eminem,dont want to i need to ya gotta learn to keep it cerebral
Eminem,when you come up in a place
Eminem,where everyone got a piece but aint peaceful
Eminem,this is just part one wait til the sequel  il bitch
Eminem,tell em if they want it
Eminem,they can come get that 
Eminem,i swear i love my city
Eminem,i just want less 
Eminem,see me they salute me
Eminem,they aint ready for that 
Eminem,detroit vs everybody
Eminem,comin from them streets where they thirsty starvin to eat
Eminem,just a step away from failin thats why they call it the d
Eminem,arguably the whole reason for all of this honesty
Eminem,honestly no honor roll but honored up in them streets
Eminem,cause im a linwood nigga them young niggas hit ya
Eminem,put a stack on your head youll bleed a lake on grand river
Eminem,if you think your hood harder then i might beg to differ
Eminem,know some killers pull the trigger for a swisher and miller
Eminem,if the blicka hit ya kisser bet yo ass not rememberin
Eminem,they say my citys tougher than two fat bitches scissorin
Eminem,so nigga im a veteran retire my letterman
Eminem,have ks in front of your school but i aint goin to kettering
Eminem,cough up a lung 313 where im from
Eminem,xan got me crosseyed like bernsteins son
Eminem,any nigga try to copy put a hole in his top
Eminem,its us vs them detroit vs everybody
Eminem,lately it seems as if its me against the world
Eminem,like it was before my life became a movie
Eminem,and they used to use my mothafuckin trailer to tease me with
Eminem,but i flipped that script like a refill of
Eminem,painkillers to pop the lid off that safety seal 
Eminem,it made me feel amazing navy seal of bravery
Eminem,and if i may reiterate i aint even need a script
Eminem,aint bein conceited but i made it to radioeat a dick
Eminem,i still never abc this shit
Eminem,mainstream appeal but the skill is what made me iller
Eminem,since before they called jay dee dilla
Eminem,i was daydreamin one day i would be the shit
Eminem,and if i ever end up escapin these streets
Eminem,i swear that i would stay here still
Eminem,and if im crazy ill always be real
Eminem,dont make me steal an eighteenwheeler
Eminem,break all of my friends out of here
Eminem,and take em straight to the mercedes dealer
Eminem,peel off back to the same block that we came from
Eminem,on a rampage too crazy for me to flip
Eminem,whats makin you think i need a switch
Eminem,cause im adrian peterson
Eminem,when hes ragin and heated and
Eminem,on the way to go beat his kid
Eminem,on a track get spanked like he just did
Eminem, i cant never leave this bitch
Eminem,sick of bein treated like we aint shit
Eminem,but jesus i can see just why people quit callin me
Eminem,to do features and them cyphers on bet cause if
Eminem,i wasnt me i probly wouldnt
Eminem,wanna play with me neither shit
Eminem,seems to be reachin its fever pitch
Eminem,hundred and eighty degrees in here
Eminem,shoulder blade full of cedar chips
Eminem,mcs just bit off more than they can chew
Eminem,like a face full of swedish fish
Eminem,or lorena with two penises
Eminem,hateful and geniusness inconvenience
Eminem,and for the record you dont want this type of static
Eminem,in your life when im makin you cling to it
Eminem,may consider tryna reinsulate your windows
Eminem,may be in for another crazy winter
Eminem,cause so cold in the d it is
Eminem,as days begin to tick away but aint this really
Eminem,what made me into the angry bitter blonde
Eminem,but aint we sick of bein underdogs
Eminem,dont make me unleash this shit release this pit
Eminem,may even seem as if im yankin your chain a bit
Eminem,or maybe the way in which im sayin shit
Eminem,is playin with you but aint shit changin
Eminem,its still the same shit and shadys still a lady killer
Eminem,since the day i went insane and then attacked the babysitter
Eminem,with a potato peeler
Eminem,and mushed her face into the entertainment center
Eminem,its like another plane just entered into ukraine again
Eminem,or the bermuda triangle and
Eminem,attempted to make a safe descent
Eminem,awaiting anyone who aint affiliated it could be danger
Eminem,did you make arrangements with the gangsters fore you came here and if they mention us
Eminem,tell em if they want it
Eminem,they can come get that 
Eminem,i swear i love my city
Eminem,i just want less 
Eminem,see me they salute me
Eminem,they aint ready for that 
Eminem,detroit vs everybody
Eminem,what up though its the godfather trick trick
Eminem,you either ridin with us or gettin rolled on
Eminem,that means detroit vs everybody
Eminem,hey em let me get that instrumental
Eminem,take it down to the hood
Eminem,let the little homies get this remix crackin
Eminem,hands up officer dont shoot
Eminem,then pull your pants up promise you wont loot
Eminem,we may never understand each other its no use
Eminem,we aint ever gonna grasp what each other goes through
Eminem,black boy black boy we aint gonna lie to you
Eminem,black boy black boy we dont like the sight of you
Eminem,pull up on the side of you
Eminem,window rolled down profile
Eminem,then we wonder why we see this side of you
Eminem,probably comin from the dope house
Eminem,we could let you slide but your tail light is blew out
Eminem,we know youre hidin that heidi klum
Eminem,on you another drug charge homie its back inside for you
Eminem,and just in case a chase might ensue we got that tried and true
Eminem,pistol drew right at you wed be delighted to unload it
Eminem,in your back then walk up and lay that taser on the side of you
Eminem,fucked up but what the fuck am i to do
Eminem,i keep tellin myself keep doin like youre doin
Eminem,no matter how many lives you ruin
Eminem,its for the red white and blue
Eminem,time to go find a new one and split his head right in two
Eminem,no ones ever indicted you
Eminem,why cause youre a
Eminem,white boy white boy youre a rockstar
Eminem,my momma talkin to me tryna tell me how to live
Eminem,white boy white boy in your cop car
Eminem,but i dont listen to her cause my head is like a sieve
Eminem,white boy white boy youre untouchable
Eminem,the worlds coming to an end i dont even care
Eminem,nobody can tell me shit cause im a big rockstar
Eminem,black boy black boy we dont get your culture and
Eminem,we dont care what our governments done to fuck you over man
Eminem,dont tell us your attitudes a result of that
Eminem,balderdash whered you get the chip on your shoulder at
Eminem,why you kicking that soda can
Eminem,pull your pants up we bout to roll up and
Eminem,throw your ass in the van cuffed
Eminem,you dont have to know our plans or what our intentions are
Eminem,our cards are close to our chest you better show your hands
Eminem,and put our minds more at ease
Eminem,or get shot in the thyroid comply or die boy
Eminem,were fightin a crime war here come the swine
Eminem,tryna clean up the streets from all these minorities
Eminem,thats what we call em pigsties for
Eminem,theyre like eyesores to police
Eminem,talk to you like just a piece of trash
Eminem,feels like were stuck in a time warp to me
Eminem,as i kick these facts and get these mixed reactions
Eminem,as this beat backspins its like were drifting back in
Eminem,to the sixties having black skin is risky
Eminem,cause this keeps happening
Eminem,throughout history africanamericans have been treated like shit
Eminem,and i admit there have been times where its been embarrassin to be a
Eminem,white boy white boy youre a rockstar
Eminem,my momma talkin to me tryna tell me how to live
Eminem,white boy white boy in your cop car
Eminem,but i dont listen to her cause my head is like a sieve
Eminem,white boy white boy youre untouchable
Eminem,the worlds coming to an end i dont even care
Eminem,nobody can tell me shit cause im a big rockstar
Eminem,seems like the average lifespan of a white man
Eminem,is more than twice than a black life span
Eminem,i wonder sometimes if it has a price scanner
Eminem,i feel like checking out on life cant escape this circumstance
Eminem,id rather hear em say die nword than die antwoord
Eminem,ninja now its better disguised banter
Eminem,but thats life strapped cause were strapped financially
Eminem,and cant find answers
Eminem,were applying but mcdonalds
Eminem,seems to be the only franchise thatll hire
Eminem,so how can we have higher standards
Eminem,as dallas overshadows the battle for black lives matter
Eminem,we fight back with violence but acts like that are
Eminem,black eyes on the movement
Eminem,which makes black lives madder
Eminem,at cops and cops madder
Eminem,thats why its at a stalemate
Eminem,and cant arrive at a compromise so its black ops
Eminem,i wonder if we hire more black cops the crap stops
Eminem,the block is our backyards officers not the crack spot
Eminem,call the attack dogs off of us man
Eminem,you always act all pissed off at us at a traffic stop
Eminem,and bad cops fuck it up for the good cops and man stop
Eminem,sendin white cops in the black neighborhoods
Eminem,who aint acclimated to em like thats the way to do it
Eminem,who seen some fuckin videos of rappers waving guns
Eminem,and know nobody black so they act afraid of us
Eminem,and thats racism the fear that a black face gives em
Eminem,a subconscious racist
Eminem,wait why are there black neighborhoods
Eminem,cause america segregated us designated us to an area
Eminem,separated us sectioneightd us
Eminem,when we tear it ups the only time attentions paid to us
Eminem,and education sucks and every days another
Eminem,freddie gray for us a levy breaks or fuzz
Eminem,why is it they treat us like dryer lint
Eminem,we just want a safe environment for our kids
Eminem,but cant escape the sirens
Eminem,dont take a scientist to see our violent nature lies in
Eminem,the poverty that we face so the crime rates the highest in
Eminem,the lowest classes its like a razor wire fence
Eminem,and were trapped in these racial biases
Eminem,that plague our society which makes our anxiety levels raise
Eminem,every time we see a devils face
Eminem,lions tigers and bears oh my
Eminem,its more like billy clubs and gats
Eminem,and we really love it when you think were guilty cause were black
Eminem,but you kill each other facts
Eminem,you peel each others caps for silly stuff like hats
Eminem,single mother strugglin through substance abuse
Eminem,while people with nothin to lose shoot each other for shoes
Eminem,fuck your republican views
Eminem,pull ourselves up by our bootstraps where the fuck are the boots
Eminem,and streets act as a narrator dont gotta read comics
Eminem,or be that into characters just to see that just to be black
Eminem,you better be strapped with a derringer
Eminem,or be capped in america like steve rogers
Eminem,cause no one oversees these cops and
Eminem,all we see is em beat charges
Eminem,we done seen em beat rodney king unconscious and got off
Eminem,so we dont need all you crooked police officers peace offerings
Eminem,just keep marchin til we reach congress
Eminem,but theyre gonna say youre tryin to take an irrational stance
Eminem,if you try to slander the flag but
Eminem,somebody has to be the sacrificial lamb
Eminem,so they call it a kaepernick tantrum
Eminem,if you dont stand for the national anthem
Eminem,we raise it you better praise it
Eminem,or youll be made to feel like a traitor well
Eminem,treat you like rodney dangerfield
Eminem,home of the brave is still racist ville
Eminem,so this whole nation feels like a plantation field
Eminem,in a country that claims that its foundation was based on united states ideals
Eminem,that had its natives killed
Eminem,got you singin this starspangled spiel
Eminem,thats why they call me slim shady 
Eminem,im back  im back 
Eminem,thats why they call me slim shady 
Eminem,im back  im back 
Eminem,thats why they call me slim shady 
Eminem,im back  im back 
Eminem,thats why they call me slim shady 
Eminem,im back  im back 
Eminem,i murder a rhyme one word at a time
Eminem,you never heard of a mind as perverted as mine
Eminem,you better get rid of that 9 it aint gonna help
Eminem,what goods it gonna do against a man that strangles himself
Eminem,im waitin for hell like hell shit im anxious as hell
Eminem,manson youre safe in that cell be thankful its jail
Eminem,i used to be my mommys little angel at twelve
Eminem,thirteen i was puttin shells in a gauge on a shelf
Eminem,i used to get punked and bullied on my block
Eminem,til i cut a kittens head off and stuck it in this kids mailbox
Eminem,i used to give a fuck now i could give a fuck less
Eminem,what do i think of success it sucks too much press
Eminem,im stressed too much cess depressed too upset
Eminem,its just too much mess i guess i must just blew up quick 
Eminem,grew up quick  was raised right
Eminem,whatever you say is wrong whatever i says right
Eminem,you think of my name now whenever you say hi
Eminem,became a commodity cause im whi
Eminem,te cause mtv was so friendly
Eminem,to me cant wait til kim sees me
Eminem,now is it worth it look at my life how is it perfect
Eminem,read my lips bitch what my mouth isnt workin
Eminem,you hear this finger oh its upside down
Eminem,here let me turn this motherfucker up right now
Eminem,thats why they call me slim shady 
Eminem,im back  im back 
Eminem,thats why they call me slim shady 
Eminem,im back  im back 
Eminem,thats why they call me slim shady 
Eminem,im back  im back 
Eminem,thats why they call me slim shady 
Eminem,im back  im back 
Eminem,i take each individual degenerates head and reach into it
Eminem,just to see if hes influenced by me if he listens to music
Eminem,and if he feeds into this shit hes an innocent victim
Eminem,and becomes a puppet on the string of my tennis shoe
Eminem, my name is slim shady
Eminem,i been crazy way before radio didnt play me
Eminem,the sensational  back is the incredible
Eminem,with ken kaniff who just finds the men edible
Eminem,its ken kaniff on the internet
Eminem,tryin to lure your kids with him into bed 
Eminem,its a sick world we live in these days
Eminem,slim for petes sakes put down christopher reeves legs 
Eminem,geez you guys are so sensitive
Eminem,slim its a touchy subject try and just dont mention it
Eminem,mind with no sense in it fried schizophrenic whose eyes get so squinted
Eminem,im blind from smoke in em with my windows tinted
Eminem,with nine limos rented doin lines of coke in em
Eminem,with a bunch of guys hoppin out all high and indoscented
Eminem,and thats where i get my name from
Eminem,thats why they call me
Eminem,they call me slim shady 
Eminem,im back  im back 
Eminem,thats why they call me slim shady 
Eminem,im back  im back 
Eminem,thats why they call me slim shady 
Eminem,im back  im back 
Eminem,thats why they call me slim shady 
Eminem,im back  im back  
Eminem,i take seven kids from columbine stand em all in line
Eminem,add an ak47 a revolver a 9
Eminem,a mac11 and it oughta solve the problem of mine
Eminem,and thats a whole school of bullies shot up all at one time 
Eminem,cause im shady they call me as crazy
Eminem,as the world was over this whole y2k thing
Eminem,and by the way nsync why do they sing
Eminem,am i the only one who realizes they stink
Eminem,should i dye my hair pink and care what yall think
Eminem,lip sync and buy a bigger size of earrings
Eminem,its why i tend to block out when i hear things
Eminem,cause all these fans screamin is makin my ears ring 
Eminem,so i just throw up a middle finger and let it linger
Eminem,longer than the rumor that i was stickin it to christina
Eminem,cause if i ever stuck it to any singer in showbiz
Eminem,itd be jennifer lopez and puffy you know this
Eminem,im sorry puff but i dont give a fuck
Eminem,if this chick was my own mother id still fuck her with no rubber
Eminem,and cum inside her and have a son and a new brother
Eminem,at the same time and just say that it aint minewhats my name
Eminem,im slim shady 
Eminem,im back  im back
Eminem,thats why they call me slim shady 
Eminem,im back  im back   
Eminem,thats why they call me slim shady 
Eminem,im back  im back
Eminem,they call me slim shady 
Eminem,im back  im back
Eminem,guess whos bback back
Eminem,guegueguess whos back 
Eminem,scratch guess whos back
Eminem,scratch gue scratch guess whos back
Eminem,d12 scratch guess whos back
Eminem,gue gueguegue guess whos back
Eminem,dr dre scratch guess whos back
Eminem,back back scratch back scratch
Eminem,slim shady 2001
Eminem,pray you see tomorrow little boy you gon learn
Eminem,all them pretty bitches leave yo ass in the urn
Eminem,you aint sold your last rock you just better earn
Eminem,but i pray you see tomorrow little boy you gon learn
Eminem,pray you see tomorrow little boy you gon learn
Eminem,all them pretty bitches leave yo ass in the urn
Eminem,you aint sold your last rock you just better earn
Eminem,but i pray you see tomorrow little boy you gon learn
Eminem,im a product of properly hoppin up out of that poverty
Eminem,profitin all for coppin and swappin that property out for a possible monopoly
Eminem,tryin not to adopt my fathers old philosophies
Eminem,same time im prayin to god that everything works out at his colonoscopy
Eminem,im walkin across a suicidal tightrope intentionally
Eminem,while the demons comin out of me
Eminem,wifeys on the side of me talkin sense into me
Eminem,without she i feel incomplete mentally shes been sent to me
Eminem,right there since 96 worse nightmare to side chicks some things are just meant to be
Eminem,this it for me give my daughters a kiss for me
Eminem,yall call this fame i call this shit alcoholistic infamy
Eminem,targettin my kids and babies through population and gun control
Eminem,shit make me wanna make a hunnid more
Eminem,make a bigot racist uncomfortable
Eminem,if yall against talk and reparation then im not against the thought of separation
Eminem,while the politicians that are white and privileged ask how is this different from segregation thats funny bro
Eminem,segregation is bein told where im gonna go
Eminem,separation is bein woke and goin wherever i wanna go
Eminem,pray you see tomorrow little boy you gon learn
Eminem,all them pretty bitches leave yo ass in the urn
Eminem,you aint sold your last rock you just better earn
Eminem,but i pray you see tomorrow little boy you gon learn
Eminem,pray you see tomorrow little boy you gon learn
Eminem,all them pretty bitches leave yo ass in the urn
Eminem,you aint sold your last rock you just better earn
Eminem,but i pray you see tomorrow little boy you gon learn
Eminem,never sold dope for no gold rope
Eminem,wanted one though they were so dope 
Eminem,was a havenot  cause my pockets 
Eminem,didnt have knots i was so broke
Eminem,on my last rock for my slingshot
Eminem,better haul ass dont be no slow poke 
Eminem,through the tall grass run your ass off 
Eminem,oh no got your pants caught on the fence post
Eminem,getting chased by them jackboys think its bout to fuzz
Eminem,like a lint roller they wait til its late they will tiptoe
Eminem,through your living room window
Eminem,take your nintendo and then skate
Eminem,making you feel like you got bent over and raped
Eminem,little boy youre never gonna get no rope chain
Eminem,get your shit stole and your lip swole i became bitter
Eminem,as i got a little bit older my hate
Eminem,was making me get cold and began to get a chipped shoulder
Eminem,started to spit vulgar my zip code had been skid row
Eminem,but i ate every single beat that i spit over the shithole i escaped
Eminem,then i began to explode detonate now the eastside went schizo
Eminem,thought my name was bside cause they flipped over my tape
Eminem,and i wont hesitate
Eminem,to get em all bent so outta shape 
Eminem,shit bro hold up wait
Eminem,i just tripped over my cape 
Eminem,and im not gonna let up treat the paper like im chopping a letter
Eminem,drell tell you how i shred
Eminem,so when you refer to the guy next to the doc you meant shredder
Eminem,now the cops wanna set up roadblocks on my head i
Eminem,got several bounties from feds in every county
Eminem,im with a gal at a checkers wiling
Eminem,bumping fuck da police while i fed her rallys
Eminem,this shit is like romper room
Eminem,why do i feel responsible for these kids
Eminem,all of whom im a father to
Eminem,im a god to you yall better worship the water i walk on
Eminem,or yall gonna meet your waterloo
Eminem,i get to flippin the mic as a murder weapon
Eminem,im poppin an extra clip then cock and shoot then im popping
Eminem,do not let me catch you slippin
Eminem,i will pop up and ill take a spot from you
Eminem,ill get to doing what a leaky faucet do
Eminem,but i aint talkin drip when i say that ill get the drop on you
Eminem,singin fuck all of you in autotune
Eminem,i am too volatile and too grizzly to bear
Eminem,yeah shit is gettin to where i can barely even sit in a chair
Eminem,i bust my ass for this shit and i swear
Eminem,it aint even worth dissing someone so offbeat
Eminem,that they cant even figure out where their words
Eminem,should hit the kick and the snare
Eminem,pray you see tomorrow little boy you gon learn
Eminem,all them pretty bitches leave yo ass in the urn
Eminem,you aint sold your last rock you just better earn
Eminem,but i pray you see tomorrow little boy you gon learn
Eminem,pray you see tomorrow little boy you gon learn
Eminem,all them pretty bitches leave yo ass in the urn
Eminem,you aint sold your last rock you just better earn
Eminem,i can feel the heat risin
Eminem,everything is on fire
Eminem,todays a painful re
Eminem,minder of why
Eminem,it can only get brighter
Eminem,the further you put it behind ya
Eminem,but right now im on the
Eminem,inside lookin out cause
Eminem,im standin in the flames
Eminem,and its a beautiful kind of pain
Eminem,settin fire to yesterday
Eminem,to find the light find the light find the light
Eminem,standin in the flames
Eminem,and its a beautiful kind of pain
Eminem,settin fire to yesterday
Eminem,find the light find the light find the light
Eminem,yesterday was the tornado warning todays like the morning after
Eminem,your world is torn in half you wake in its wake
Eminem,to start the mourning process and rebuilding youre still a work in progress
Eminem,todays a whole new chapter its like an enormous asthma
Eminem,thunderstorm has passed ya you weathered it and poked its
Eminem,eye out with the thornbush that ya used to smell the roses
Eminem,stopped to inhale cant even tell your nose is stuffed
Eminem,so focused on the bright side then you floor the gas pedal
Eminem,and hit the corner faster more assertive never looking back
Eminem,may hit the curb but every days a new learning curve as ya
Eminem,steer through life sometimes you might not wanna swerve but you have to
Eminem,to avert a disaster lucky no permanent damage
Eminem,cause they hurt you so bad its like they murdered your ass
Eminem,and threw dirt on your casket but youve returned from the ashes
Eminem,and that hurt that you have you just converted to gasoline
Eminem,and while youre burning the past standing at inferno and chantin
Eminem,im standin in the flames
Eminem,and its a beautiful kind of pain
Eminem,settin fire to yesterday
Eminem,to find the light find the light find the light
Eminem,standin in the flames
Eminem,and its a beautiful kind of pain
Eminem,settin fire to yesterday
Eminem,find the light find the light find the light
Eminem,youre so familiarized with what having to swallow this pill is like
Eminem,it happens all the time they take your heart and steal your life
Eminem,and its as though you feel youve died cause youve been killed inside
Eminem,but yet youre still alive which means you will survive
Eminem,although today you may weep cause youre weak and
Eminem,everything seems so bleak and hopeless the light that youre seekin
Eminem,it begins to seep in thats the only thing keepin
Eminem,you from leapin off the motherfreakin deep end
Eminem,and im pullin for you to push through this feeling
Eminem,and with a little time that should do the healing and by tomorrow
Eminem,you may even feel so good that youre willing to forgive em
Eminem,even after all the shit youve been put through this feeling of resilience is building
Eminem,and the flames are burnin quick as fire would through this building
Eminem,youre sealed in but youre fireproof flame retardant you withstood it
Eminem,and as you climb up to the roof youre just chillin you look down cause youre so over em
Eminem,you could put the heel of your foot through the ceiling
Eminem,as time passes things change every day
Eminem,but wounds wounds heal but scars still remaining the same
Eminem,but tomorrow todays going down in flames
Eminem,throw the match set the past ablaze
Eminem,so feel the fire beneath your feet as you barely even
Eminem,perspire from the heat exhale deep and breathe a sigh of relief
Eminem,and as you say goodbye to the grief its like watching the walls melt
Eminem,in your prison cell but youve extinguished this livin hell
Eminem,still a little piece of you dies as you scream
Eminem,im standin in the flames
Eminem,and its a beautiful kind of pain
Eminem,settin fire to yesterday
Eminem,to find the light find the light find the light
Eminem,standin in the flames
Eminem,and its a beautiful kind of pain
Eminem,settin fire to yesterday
Eminem,find the light find the light find the light
Eminem,i feel the burn
Eminem,watch the smoke as i turn rising
Eminem,a phoenix from the flames
Eminem,i have learned
Eminem,from fighting fights that werent mine
Eminem,its not with fists
Eminem,but with wings that i will fly
Eminem,and im standin in the flames
Eminem,and its a beautiful kind of pain
Eminem,settin fire to yesterday
Eminem,to find the light find the light find the light
Eminem,standin in the flames
Eminem,and its a beautiful kind of pain
Eminem,settin fire to yesterday
Eminem,you fuckin groupie
Eminem,pick up the goddamn phone
Eminem,bitch where the fuck were you tuesday with who you say
Eminem,i wasnt at the studio bitch whatd you do screw dre
Eminem,you went there lookin for me boo that excuse is too lame
Eminem,keep playin me youre gonna end up with a huge goose egg
Eminem,you fake lyin slut you never told me you knew drake
Eminem,and lupe you wanna loose two legs
Eminem,you tryin to flip this on me if i spent more time with you you say
Eminem,okay yeah and im coocoo eh  well screw you
Eminem,and ill be the third person who screwed you today
Eminem,oh fourthdre drake lupeoohm touche
Eminem,you were too twofaced for me
Eminem,thought you was my number one trueblue ace
Eminem,but you aint and i cant see you when you make that wittle booboo face
Eminem,cause im hanging up this phone boo you make my fuckin bluetooth ache
Eminem,youre feeling blue too late go smurf yourself
Eminem,you make me wanna smurf and puke blue kool aid
Eminem,heres what you say to someone you hate
Eminem,my life would be so much better
Eminem,if you just dropped dead
Eminem,i was layin in bed last night thinkin
Eminem,and then this thought just popped in my head
Eminem,and i thought wouldnt shit just be a lot easier
Eminem,if you dropped dead
Eminem,i would feel so much much better
Eminem,think i just relapsed this bitch pushed me over the brink
Eminem,hop on the freeway tryna get some time alone and just think
Eminem,til the cops pulled me over but they let me go cause i told em
Eminem,im only drivin drunk cause that bitch drove me to drink
Eminem,im back on my fuck hoes with a whole new hatred for blondes
Eminem,but bias i hate all bitches the same baby come on
Eminem,excuse the pun but bitch is such a broad statement and im
Eminem,channelin my anger through every single station thats on
Eminem,cause a woman broke my heart i say heart
Eminem,cause she ripped it in two paarts and threw it in the garbage
Eminem,who do you think you aare bitch guess its time for me to get the dust off
Eminem,and pick myself up off the carpet
Eminem,but ill never say the lword again
Eminem,i lolololo lesbian
Eminem,aaahhh i hope you hear this song
Eminem,and go into a cardiac arrest my lifed be so much better if you just
Eminem,my life would be so much better
Eminem,if you just dropped dead
Eminem,i was layin in bed last night thinkin
Eminem,and then this thought just popped in my head
Eminem,and i thought wouldnt shit just be a lot easier
Eminem,if you dropped dead
Eminem,i would feel so much much better
Eminem,cause you told me
Eminem,youd love me
Eminem,forever
Eminem,bitch that was a lie
Eminem,now i never
Eminem,wanted someone to die
Eminem,so bad in my fuckin life
